USER,Reference Numbers,,Stage,Cartons,Tracking Numbers / Warehouse Location / Machine / Other Reference,Added Time,Referrer Name,Task Owner
ASTRID,,,Move to Trim,,,1/21/26 18:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/21/26 18:22,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,1,,1/21/26 18:12,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/21/26 17:32,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/21/26 17:31,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,1,,1/21/26 17:30,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,1,,1/21/26 17:04,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/21/26 16:44,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,2,"9622001900002134169100487403194113
9622001900002134169100487403194124",1/21/26 16:35,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,2,"9622001900002134169100487403194113
9622001900002134169100487403194124",1/21/26 16:33,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,3,"9622001900002134169100487403194087
9622001900002134169100487403194098
9622001900002134169100487403194102",1/21/26 16:19,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/21/26 16:15,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/21/26 15:47,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/21/26 15:44,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,5,"9622001900002134169100487403194021
9622001900002134169100487403194032
9622001900002134169100487403194043
9622001900002134169100487403194054
9622001900002134169100487403194065",1/21/26 15:39,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,1,,1/21/26 15:23,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,1,,1/21/26 15:19,,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/21/26 14:56,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/21/26 14:56,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/21/26 14:03,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,1,A mis mery,1/21/26 13:20,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,3,"9622001900002134169100487403193790
9622001900002134169100487403193805
9622001900002134169100487403193816",1/21/26 13:05,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,2,"9622001900002134169100487403193779
9622001900002134169100487403193780",1/21/26 12:45,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,1,,1/21/26 12:30,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,1.00191E+33,1/21/26 12:16,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,1,Entregado a mis mary,1/21/26 11:46,,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/21/26 11:21,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/21/26 11:21,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/21/26 11:20,,dmelendez@royalthreads.com
DMEL,,,Move to Machines,1,RECEIVED FROM MARY AT 11AM ON 1/21,1/21/26 11:06,,dmelendez@royalthreads.com
COREY,,,Product Received,2,"1Z80E16V0335232423
1Z80E16V0335226930",1/21/26 9:52,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,,,Product Received,1,1Z426E600351976748,1/21/26 9:52,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,,,Product Received,1,1ZE678080252809674,1/21/26 9:51,,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/21/26 8:34,,dmelendez@royalthreads.com
HOUZE,,,Shipped,6,"1195271843160007013000487403193312
1195583843160007013000487403193323
1195583843160007013000487403193334
1195583843160007013000487403193345
1195583843160007013000487403193356
1195583843160007013000487403193367",1/21/26 8:24,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/21/26 8:04,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/21/26 8:04,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/21/26 8:03,,dmelendez@royalthreads.com
HOUZE,,,Shipped,3,"9622001900002134169100487403193286
9622001900002134169100487403193297
9622001900002134169100487403193301",1/21/26 7:43,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,,,1/21/26 7:39,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,,,1/21/26 7:37,,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/21/26 7:12,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/20/26 18:50,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/20/26 18:23,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/20/26 16:14,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,13,"9622041730002134169100487403192956
9622041730002134169100487403192967
9622041730002134169100487403192978
9622041730002134169100487403192989
9622041730002134169100487403192990
9622041730002134169100487403193003
9622041730002134169100487403193014
9622041730002134169100487403193025
9622041730002134169100487403193036
9622041730002134169100487403193047
9622041730002134169100487403193058
9622041730002134169100487403193069
9622041730002134169100487403193070",1/20/26 16:02,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,2,"1001910543010009810100487403192897
1002866843010009810100487403192901",1/20/26 15:21,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/20/26 15:20,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/20/26 15:01,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/20/26 15:01,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/20/26 15:01,,dmelendez@royalthreads.com
ASTRID,,,Carrie's Office - Exception,,The log is to big it does not fit in the hoop,1/20/26 14:38,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/20/26 14:28,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,,,1/20/26 14:23,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,,,1/20/26 14:22,,dmelendez@royalthreads.com
ASTRID,,,Carrie's Office - Exception,,Llevada a la oficina de ms.csrrie por posición pide pecho í izquierdo y ya trae logo bordado,1/20/26 14:14,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,2,"1001910543010007738000487403192831
1002866843010007738000487403192842",1/20/26 13:39,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,2,"9622001900002134169100487403192658
9622001900002134169100487403192669",1/20/26 11:55,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/20/26 8:48,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/20/26 8:47,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/20/26 8:47,,dmelendez@royalthreads.com
ASTRID,,,Special Handling in Process,,"Orden parcial detenida por motivo de logo 2025 lo demás está siendo procesado 
Order stopped do to logo 2025 everything else is being processed",1/19/26 18:04,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.62204E+33,1/19/26 17:13,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Carrie's Office - Exception,,Entregado a ms.carrie por problema de pocision pide cadera derecha y ya tiene bordado en ambas caderas,1/19/26 17:08,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,2,"1001901742870007624400487403192419
1002846842870007624400487403192420",1/19/26 16:59,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,1.00191E+33,1/19/26 16:53,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/19/26 16:33,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/19/26 16:25,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,,Entregado a ms.mary,1/19/26 16:18,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/19/26 16:14,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/19/26 15:48,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.62204E+33,1/19/26 15:32,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,3,,1/19/26 14:12,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,2,"9622001900002134169100487403192280
9622001900002134169100487403192290",1/19/26 13:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,,,1/19/26 13:49,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,,,1/19/26 13:49,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,,,1/19/26 13:39,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,2,,1/19/26 13:38,,dmelendez@royalthreads.com
HOUZE,,,Shipped,2,"9622001900002134169100487403192095
9622001900002134169100487403192100",1/19/26 13:18,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.62204E+33,1/19/26 12:36,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.62204E+33,1/19/26 12:30,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,1,,1/19/26 11:45,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,3,"ORDER SHIPPED ON 01/17TH

487403191504
487403191515
487403191526",1/19/26 11:34,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,5,"9622001900002134169100487403192029
9622001900002134169100487403192030
9622001900002134169100487403192040
9622001900002134169100487403192051
9622001900002134169100487403192062",1/19/26 11:29,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,2,"9622001900002134169100487403192018
9622001900002134169100487403192007",1/19/26 11:19,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,5,"9622042210002134169100437626316540
9622042210002134169100437626316550
9622042210002134169100437626316539
9622042210002134169100437626316517
9622042210002134169100437626316528",1/19/26 11:14,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Machines,1,Procesando en máquina 7,1/19/26 10:57,,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,1,,1/19/26 9:55,,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/19/26 9:50,,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/19/26 9:35,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/19/26 9:22,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/19/26 9:21,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/19/26 9:21,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/19/26 9:19,,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,3,Frente a la oficina de mis Mery,1/19/26 7:59,,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,3,Frente a la oficina de mis Mery,1/19/26 7:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,2,Frente a la oficina de mis Mery,1/19/26 7:54,,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,1,,1/17/26 16:09,,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/17/26 15:16,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/17/26 15:16,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/17/26 15:15,,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/17/26 14:23,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/17/26 14:23,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/17/26 14:22,,dmelendez@royalthreads.com
DMEL,,,Move to Machines,2,,1/17/26 14:19,,dmelendez@royalthreads.com
DMEL,,,Special Handling in Process,1,"RECEIVED FROM KARA 1/17 @ 1PM
NEED TO DEBAG
RUN IT AND SHIP MONDAY 1/19 
SAVER OVERNIGHT - MARY WILL EXPLAIN TO CHRIS IN SHIPPING
DM ADDED STAPED INSTRUCTIONS FOR CHRIS IN SHIPPING",1/17/26 13:04,,dmelendez@royalthreads.com
DMEL,,,Shipped,3,"9622001900002134169100487403191504
9622001900002134169100487403191515
9622001900002134169100487403191526",1/17/26 11:15,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,1,9.622E+33,1/17/26 10:01,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,12,"9622001900002134169100487403191250
9622001900002134169100487403191261
9622001900002134169100487403191272
9622001900002134169100487403191283
9622001900002134169100487403191294
9622001900002134169100487403191309
9622001900002134169100487403191310
9622001900002134169100487403191320
9622001900002134169100487403191353
9622001900002134169100487403191364
9622001900002134169100487403191331
9622001900002134169100487403191342",1/17/26 9:47,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,,,1/17/26 8:26,,dmelendez@royalthreads.com
DMEL,,,Shipped,55,"9622001900002134169100487403190449
9622001900002134169100487403190450
9622001900002134169100487403190460
9622001900002134169100487403190471
9622001900002134169100487403190482
9622001900002134169100487403190493
9622001900002134169100487403190508
9622001900002134169100487403190519
9622001900002134169100487403190530
9622001900002134169100487403190520
9622001900002134169100487403190541
9622001900002134169100487403190552
9622001900002134169100487403190563
9622001900002134169100487403190574
9622001900002134169100487403190585
9622001900002134169100487403190596
9622001900002134169100487403190600
9622001900002134169100487403190611
9622001900002134169100487403190622
9622001900002134169100487403190633
9622001900002134169100487403190644
9622001900002134169100487403190655
9622001900002134169100487403190677
9622001900002134169100487403190666
9622001900002134169100487403190688
9622001900002134169100487403190699
9622001900002134169100487403190703
9622001900002134169100487403190714
9622001900002134169100487403190725
9622001900002134169100487403190736
9622001900002134169100487403190747
9622001900002134169100487403190758
9622001900002134169100487403190769
9622001900002134169100487403190770
9622001900002134169100487403190780
9622001900002134169100487403190791
9622001900002134169100487403190806
9622001900002134169100487403190817
9622001900002134169100487403190828
9622001900002134169100487403190839
9622001900002134169100487403190894
9622001900002134169100487403190909
9622001900002134169100487403190910
9622001900002134169100487403190920
96220019000021341691004874031909319622001900002134169100487403190942
9622001900002134169100487403190953
9622001900002134169100487403190964
9622001900002134169100487403190975
9622001900002134169100487403190986",1/16/26 17:48,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,,,1/16/26 17:22,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,,,1/16/26 16:36,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Trim,,,1/16/26 16:24,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Shipped,3,"9622001900002134169100487403190416
9622001900002134169100487403190427
9622001900002134169100487403190438",1/16/26 15:16,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
